,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198485--56
0,metadata,1984/85 56-57,,prot-198485--56
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198485--56
0,metadata,2 Riksdagens protokoll 1984/85:56-57,,prot-198485--56
0,metadata,3 Riksdagens protokoll 1984/85:56-57,,prot-198485--56
0,metadata,Tisdagen den 18 december 1984,,prot-198485--56
0,metadata,4 Riksdagens protokoll 1984/85:56-57,,prot-198485--56
0,metadata,5 Riksdagens protokoll 1984/85:56-57,,prot-198485--56
0,metadata,6 Riksdagens protokoll 1984/85:56-57,,prot-198485--56
0,metadata,7 Riksdagens protokoll 1984/85:56-57,,prot-198485--56
0,metadata,Nr 56 Tisdagen den 18 december 1984,,prot-198485--56
0,metadata,Nr 56 Tisdagen den,,prot-198485--56
0,metadata,ROTSEE SN,,prot-198485--56
0,metadata,"Förnyelsefonder, m. m.",,prot-198485--56
0,metadata,Meddelande om,,prot-198485--56
0,metadata,1984/85:322 av Börje Stensson (fp) till jordbruksministern om inventeringen av skogsskador:,,prot-198485--56
0,metadata,minab/gotab Stockholm 1985 79577,,prot-198485--56
