pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,22,3,3,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,27,4,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,27,6,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,28,5,2,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,29,4,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,30,1,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,32,5,2,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,33,4,0,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,33,4,3,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,36,1,2,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,58,3,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,62,3,0,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,67,3,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,67,4,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,68,3,0,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,71,5,3,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,82,3,0,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,111,6,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,117,4,3,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,119,5,2,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,126,4,2,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,127,6,1,prot-1958-b-fk--14
fcfff492e00727b6,Stockholm,Helsingfors,135,13,0,prot-1958-b-fk--14
