pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,15,14,0,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,40,4,2,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,40,5,0,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,40,5,1,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,40,5,2,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,41,3,1,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,41,5,1,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,42,1,0,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,44,5,1,prot-1958-b-fk--4
fcfff492e00727b6,Stockholm,Helsingfors,57,15,0,prot-1958-b-fk--4
