pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,4,6,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,4,7,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,5,4,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,7,3,2,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,7,4,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,7,5,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,14,5,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,15,4,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,16,4,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,16,5,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,23,7,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,25,6,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,38,6,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,40,7,2,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,45,8,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,46,4,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,46,7,3,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,48,2,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,49,6,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,50,3,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,53,2,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,65,3,3,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,66,7,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,67,5,3,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,68,7,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,69,2,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,76,2,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,77,3,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,77,6,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,82,1,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,83,4,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,84,8,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,89,6,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,89,7,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,91,2,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,96,7,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,96,21,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,110,1,2,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,112,6,2,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,118,3,2,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,153,5,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,159,7,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,162,5,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,162,5,3,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,162,6,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,198,5,0,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,205,4,1,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,222,4,2,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,222,4,3,prot-1958-b-ak--13
fcfff492e00727b6,Stockholm,Helsingfors,222,4,4,prot-1958-b-ak--13
