pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
7090e83bd0c0a3da,   , ,0,0,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,3,10,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,3,13,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,7,34,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,8,1,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,8,11,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,8,13,1,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,9,4,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,22,11,1,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,24,6,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,24,7,2,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,25,5,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,25,6,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,26,5,7,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,27,1,1,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,28,5,1,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,28,9,0,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,29,7,8,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,39,2,1,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,41,6,2,prot-1958-b-ak--1
fcfff492e00727b6,Stockholm,Helsingfors,41,10,1,prot-1958-b-ak--1
