pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,2,7,1,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,2,9,1,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,5,8,1,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,5,8,3,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,6,3,0,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,8,5,1,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,9,5,2,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,9,7,3,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,13,6,0,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,31,4,1,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,31,5,1,prot-1958-a-fk--8
fcfff492e00727b6,Stockholm,Helsingfors,31,5,2,prot-1958-a-fk--8
