,pattern,txt,replacement,filename
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
1,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-1958-a-ak--17-02
