pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
7090e83bd0c0a3da,     , ,0,0,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,2,6,1,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,4,18,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,5,8,1,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,22,2,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,23,14,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,29,2,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,31,1,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,46,11,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,46,13,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,49,11,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,50,4,1,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,68,4,0,prot-1958-a-fk--12
fcfff492e00727b6,Stockholm,Helsingfors,77,8,0,prot-1958-a-fk--12
