pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,2,9,6,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,2,11,11,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,2,11,16,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,3,2,13,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,6,3,1,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,6,8,2,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,7,1,5,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,9,11,5,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,9,11,24,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,10,5,7,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,10,7,1,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,10,7,3,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,11,1,9,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,11,3,3,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,11,3,5,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,11,3,6,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,12,1,3,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,12,1,4,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,12,1,8,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,12,3,5,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,13,1,5,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,14,9,4,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,14,9,10,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,14,10,1,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,14,14,1,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,15,1,0,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,15,1,2,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,15,1,3,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,15,1,18,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,15,1,29,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,15,4,6,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,16,3,8,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,16,3,9,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,16,3,10,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,16,3,11,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,16,3,12,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,16,3,13,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,17,1,0,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,17,1,1,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,17,1,2,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,18,1,4,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,18,3,7,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,20,3,4,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,28,3,2,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,28,4,10,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,29,6,1,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,30,14,0,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,30,15,1,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,31,6,9,prot-1958-a-ak--3
fcfff492e00727b6,Stockholm,Helsingfors,31,6,22,prot-1958-a-ak--3
