pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,14,3,1,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,17,3,0,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,18,5,1,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,30,6,1,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,36,11,4,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,39,8,0,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,56,6,0,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,59,5,1,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,68,5,0,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,85,9,0,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,85,14,1,prot-1958-b-fk--3
fcfff492e00727b6,Stockholm,Helsingfors,94,1,3,prot-1958-b-fk--3
