pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
7090e83bd0c0a3da,    , ,0,0,0,prot-1958-a-fk--2
7090e83bd0c0a3da,     , ,1,5,0,prot-1958-a-fk--2
7090e83bd0c0a3da,       , ,1,6,0,prot-1958-a-fk--2
7090e83bd0c0a3da,     , ,1,10,0,prot-1958-a-fk--2
7090e83bd0c0a3da,   , ,1,14,0,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,17,2,2,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,18,4,0,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,32,6,2,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,51,2,0,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,51,2,1,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,63,5,1,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,66,5,0,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,70,1,1,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,70,1,2,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,70,2,1,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,70,5,0,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,91,4,0,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,108,1,1,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,109,3,0,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,116,4,1,prot-1958-a-fk--2
fcfff492e00727b6,Stockholm,Helsingfors,123,5,0,prot-1958-a-fk--2
