pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,2,17,2,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,3,3,1,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,12,3,4,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,12,5,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,14,3,1,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,14,4,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,14,6,1,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,14,7,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,23,6,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,27,7,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,29,8,1,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,29,11,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,30,3,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,31,4,1,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,31,4,2,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,31,6,1,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,48,7,2,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,54,5,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,59,10,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,61,5,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,61,6,1,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,62,7,2,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,67,3,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,84,9,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,84,11,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,84,13,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,85,3,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,86,7,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,86,7,3,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,87,3,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,87,7,0,prot-1958-a-ak--12
fcfff492e00727b6,Stockholm,Helsingfors,92,6,3,prot-1958-a-ak--12
