pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,0,5,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,1,1,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,4,12,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,9,8,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,11,5,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,19,12,3,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,25,6,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,26,1,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,27,2,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,29,4,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,30,1,3,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,30,4,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,32,6,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,32,8,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,34,4,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,35,7,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,35,10,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,36,5,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,36,5,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,36,8,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,37,2,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,66,3,4,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,68,5,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,69,5,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,70,1,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,71,4,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,82,2,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,82,11,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,82,13,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,83,2,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,83,6,2,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,105,12,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,105,16,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,107,4,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,107,6,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,107,7,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,108,1,1,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,108,2,0,prot-1958-a-ak--10
fcfff492e00727b6,Stockholm,Helsingfors,108,8,0,prot-1958-a-ak--10
