pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,0,12,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,1,1,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,7,4,2,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,42,6,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,45,8,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,48,5,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,58,11,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,59,6,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,60,6,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,60,6,2,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,60,7,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,63,10,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,70,4,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,75,4,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,75,5,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,75,6,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,77,6,3,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,78,3,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,79,5,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,81,5,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,81,7,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,81,8,2,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,83,3,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,83,5,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,86,3,2,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,110,4,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,135,6,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,138,4,3,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,138,7,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,139,5,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,140,3,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,140,5,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,142,4,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,180,7,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,181,2,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,181,12,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,182,4,3,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,182,7,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,182,8,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,183,2,3,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,184,2,0,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,184,8,1,prot-1958-b-ak--15
fcfff492e00727b6,Stockholm,Helsingfors,184,9,0,prot-1958-b-ak--15
