pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,2,7,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,6,5,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,8,4,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,14,4,0,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,15,5,0,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,31,3,0,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,31,4,0,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,35,1,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,38,4,2,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,38,5,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,51,3,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,58,3,2,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,62,3,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,63,3,2,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,76,3,1,prot-1950--fk--20
fcfff492e00727b6,Stockholm,Helsingfors,88,10,0,prot-1950--fk--20
