,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1985/86:123—125,,prot-198586--125
0,metadata,Prot. 1985/86 123-125,,prot-198586--125
0,metadata,Avgjorda ärenden Prot. 1985/86 Onsdagen den 23 april 123-125,,prot-198586--125
0,metadata,1985/86:125 Prot. 1985/86:125,,prot-198586--125
1,metadata,23 april 1986 Onsdagen den 23 april em. Mineralpölteik KL. 19.30,,prot-198586--125
0,metadata,Prot. 1985/86:125 23 april 1986,,prot-198586--125
0,metadata,10 Riksdagens protokoll 1985/86:123—-125,,prot-198586--125
0,metadata,Prot. 1985/86:125,,prot-198586--125
0,metadata,Mineralpolitik,,prot-198586--125
0,metadata,Prot. 1985/86:125 Mom. 9 (kravet på personlig borgen),,prot-198586--125
0,metadata,11 Riksdagens protokoll 1985/86:123—-125,,prot-198586--125
0,metadata,ROR RE SS Ar,,prot-198586--125
0,metadata,Prot. 1985/86:125 = interpellationsdebatt med vår konsumentminister Bengt K. Å. Johansson,,prot-198586--125
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198586--125
0,metadata,Prot. 1985/86:125 motioner av moderater och centerpartister. En del motioner är avlämnade,,prot-198586--125
0,metadata,Ersättning för miljöskador,,prot-198586--125
0,metadata,Mom. 2 och 3 Utskottets hemställan bifölls.,,prot-198586--125
0,metadata,Utskottets hemställan bifölls.,,prot-198586--125
0,metadata,Prot. 1985/86:125 = vill vi starkt ifrågasätta den mycket höga avgiften på 20 000 kr. per år. Enligt,,prot-198586--125
1,metadata,Anslag till tullverket m.m.,,prot-198586--125
0,metadata,Prot. 1985/86:125 Öresund. Han säger att det är ingen skillnad på utskottsmajoritetens,,prot-198586--125
0,metadata,Kammaren beslöt att förhandlingarna skulle fortsättas vid morgondagens Prot. 1985/86:125 sammanträde. 23 april 1986,,prot-198586--125
0,metadata,gotab Stockholm 1986 11125,,prot-198586--125
