,pattern,txt,replacement,filename
0,metadata,Prot. 1985/86 1-4,,prot-198586--3
0,metadata,Prot. 1985/86:37 av Per Westerberg (m) om rätten att fritt få förvärva,,prot-198586--3
0,metadata,1985/86:3,,prot-198586--3
0,metadata,Prot. 1985/86:3,,prot-198586--3
0,metadata,Prot. 1985/86:3 2 oktober 1985,,prot-198586--3
0,metadata,"1985/86:11 av Paul Lestander (vpk) till utrikesministern om katastrofbistånd till Mexico, m. m.:",,prot-198586--3
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198586--3
2,metadata,6 Riksdagens protokoll 1985/86:1-4,,prot-198586--3
0,metadata,1985/86:23 av Karl-Erik Persson (vpk) till industriministern om SSAB:s försörjning med manganmalm:,,prot-198586--3
0,metadata,1985/86:29 av Nic Grönvall (m) till finansministern om bankinspektionens verksamhet:,,prot-198586--3
0,metadata,1985/86:35 av Bo Hammar (vpk) till utrikesministern om en kärnvapenfri zon i Norden:,,prot-198586--3
