,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1985/86:22—-25,,prot-198586--24
0,metadata,Prot. 1985/86 22-25,,prot-198586--24
0,metadata,Fredagen den 8 november,,prot-198586--24
0,metadata,Avgjorda ärenden Prot. 1985/86 Torsdagen den 7 november 22-25,,prot-198586--24
0,metadata,: Prot. 1985/86:24 1985/ 86 5 24 11 november 1985,,prot-198586--24
0,metadata,Prot. 1985/86:24,,prot-198586--24
0,metadata,Prot. 1985/86:24 11 november 1985,,prot-198586--24
0,metadata,1985/86:172 av Lars Ulander (s) till arbetsmarknadsministern om förtidspensioneringarna:,,prot-198586--24
0,metadata,Måndagen den 11 november Talmannen 81,,prot-198586--24
1,metadata,"Gradin, Anita, statsråd 81, 85 Lantz, Inga (vpk) 82, 85 Leissner, Maria (fp) 84, 86",,prot-198586--24
0,metadata,gotab Stockholm 1985 83611,,prot-198586--24
