,filename,pattern,txt,person
0,prot-1980-urtima-7,f0d538d10bda4e34,KNUT WACHTMEISTER (m):,Knut Wachtmeister
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,ERIK WÄRNBERG (s) replik:,Erik Wärnberg
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,NILS BERNDTSON (vpk) replik:,Nils Berndtson
1,prot-1980-urtima-7,d84fc8cb7cb8f0d1,KNUT WACHTMEISTER (m) replik:,Knut Wachtmeister
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,ERIK WÄRNBERG (s) replik:,Erik Wärnberg
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,NILS BERNDTSON (vpk) replik:,Nils Berndtson
1,prot-1980-urtima-7,d84fc8cb7cb8f0d1,KNUT WACHTMEISTER (m) replik:,Knut Wachtmeister
0,prot-1980-urtima-7,f0d538d10bda4e34,STIG JOSEFSON (c):,Stig Josefson
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,ERIK WÄRNBERG (s) replik:,Erik Wärnberg
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,NILS BERNDTSON (vpk) replik:,Nils Berndtson
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,STIG JOSEFSON (c) replik:,Stig Josefson
1,prot-1980-urtima-7,d84fc8cb7cb8f0d1,ERIK WÄRNBERG (s) replik:,Erik Wärnberg
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,STIG JOSEFSON (c) replik:,Stig Josefson
0,prot-1980-urtima-7,f0d538d10bda4e34,GUNNAR STRÄNG (s):,Gunnar Sträng
0,prot-1980-urtima-7,f0d538d10bda4e34,THAGE PETERSON (s):,Thage Peterson
0,prot-1980-urtima-7,f0d538d10bda4e34,JOHAN OLSSON (c):,
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,THAGE PETERSON (s) replik:,Thage Peterson
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,JOHAN OLSSON (ec) replik:,
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,THAGE PETERSON (s) replik:,Thage Peterson
1,prot-1980-urtima-7,d84fc8cb7cb8f0d1,JOHAN OLSSON (c) replik:,
0,prot-1980-urtima-7,f0d538d10bda4e34,HADAR CARS (fp):,
0,prot-1980-urtima-7,f0d538d10bda4e34,OSWALD SÖDERQVIST (vpk):,Oswald Söderqvist
0,prot-1980-urtima-7,f0d538d10bda4e34,SVANTE LUNDKVIST (s):,Svante Lundkvist
0,prot-1980-urtima-7,f0d538d10bda4e34,EINAR LARSSON (c):,Einar Larsson
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,SVANTE LUNDKVIST (s) replik:,Svante Lundkvist
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,EINAR LARSSON (ec) replik:,Einar Larsson
1,prot-1980-urtima-7,d84fc8cb7cb8f0d1,SVANTE LUNDKVIST (s) replik:,Svante Lundkvist
0,prot-1980-urtima-7,f0d538d10bda4e34,JOHN ANDERSSON (vpk):,John Andersson
1,prot-1980-urtima-7,d84fc8cb7cb8f0d1,EINAR LARSSON (c) replik:,Einar Larsson
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,SVANTE LUNDKVIST (s) replik:,Svante Lundkvist
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,SVANTE LUNDKVIST (s) replik:,Svante Lundkvist
0,prot-1980-urtima-7,f0d538d10bda4e34,RUNE GUSTAVSSON (c):,Rune Gustavsson
0,prot-1980-urtima-7,f0d538d10bda4e34,GÖRAN KARLSSON (s):,Göran Karlsson
0,prot-1980-urtima-7,d84fc8cb7cb8f0d1,RUNE GUSTAVSSON (c) replik:,Rune Gustavsson
1,prot-1980-urtima-7,d84fc8cb7cb8f0d1,GÖRAN KARLSSON (s) replik:,Göran Karlsson
