,filename,pattern,txt,person
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet STRÄNG, som yttrade:
Herr talman",
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet STRÄNG, erhöll på begäran ordet och yttrade:
Herr talman",
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ELMWALL (cp):,
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet EDENMAN, som yttrade:
Herr talman",Ragnar Edenman
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr KÄRRLANDER (s):,Harald Kärrlander
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr VIGELSBO (cp):,Sven Vigelsbo
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr KOLLBERG (fp):,Gustaf Kollberg
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet STRÄNG:
Herr talman",
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet STRÄNG:
Herr talman",
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet STRÄNG:
Herr talman",
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet STRÄNG:
Herr talman",
1,prot-1958-b-ak--5,8f6bb79aaba3167f,"herr statsrådet STRÄNG:
Herr talman",
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr DARLIN (h):,Gösta Darlin
0,prot-1958-b-ak--5,8f6bb79aaba3167f,"Herr KÄRRLANDER mäle:
Herr talman",Harald Kärrlander
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr HAGNELL (s):,Hans Hagnell
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr DARLIN (h):,Gösta Darlin
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr HAGNELL (s):,Hans Hagnell
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr DARLIN (h):,Gösta Darlin
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr VIGELSBO (cp):,Sven Vigelsbo
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr KÄRRLANDER (s):,Harald Kärrlander
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr BÖRJESSON (cp):,Fritz Börjesson
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr BÖRJESSON (cp):,Fritz Börjesson
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr KÄRRLANDER (ss):,Harald Kärrlander
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr DICKSON (h):,James Dickson
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr NORUP (cp):,Sam Norup
0,prot-1958-b-ak--5,0ba23c147c1beed8,Fru LINDSKOG (s):,Elsa Lindskog
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr HOLMBERG (k):,Helmer Holmberg
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr LEVIN (s):,Hans Levin
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr RUBBESTAD (cp):,Axel Rubbestad
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
2,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
2,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
3,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
2,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
3,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
2,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
3,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
0,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
1,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
2,prot-1958-b-ak--5,0ba23c147c1beed8,Herr CASSEL (h):,Leif Cassel
3,prot-1958-b-ak--5,0ba23c147c1beed8,Herr ÅKERSTRÖM (s):,Oskar Åkerström
