,filename,pattern,txt,person
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr ELMGREN (s):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr BERG, GUNNAR, (s):",
0,prot-1958-a-fk--8,8f6bb79aaba3167f,"Herr statsrådet LANGE:
Herr talman",
1,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr BERG, GUNNAR, (s):",
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SVENINGSSON (h):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr ELMGREN (s):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SVENINGSSON (h):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr OHLON (fp):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr ANDERSSON, GUSTAF, (s):",Thure Andersson
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr OHLON (fp):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr ANDERSSON, GUSTAF, (s):",Thure Andersson
1,prot-1958-a-fk--8,0ba23c147c1beed8,Herr OHLON (fp):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr KRONSTRAND (fp):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SJÖDAHL (s):,Einar Dahl
1,prot-1958-a-fk--8,0ba23c147c1beed8,Herr EDSTRÖM (fp):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SJÖDAHL (s):,Einar Dahl
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr KRONSTRAND (fp):,
1,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SJÖDAHL (s):,Einar Dahl
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr EDSTRÖM (fp):,
1,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SJÖDAHL (s):,Einar Dahl
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SJÖDAHL (s):,Einar Dahl
0,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr ELOFSSON, GUSTAF, (cp):",
1,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr CARLSSON, OSCAR, (s):",Henning Carlsson
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SPETZ (fp):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SJÖDAHL (s):,Einar Dahl
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SÖDERQUIST (fp):,
1,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SPETZ (fp):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr SJÖDAHL (s):,Einar Dahl
1,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr HANSSON, NILS, (fp):",Stig F. Hansson
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr MANNERSKANTZ (h):,
0,prot-1958-a-fk--8,8f6bb79aaba3167f,"fru LINDSTRÖM:
Herr talman",Helge Lindström
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr WAHLUND (cp):,Sten Wahlund
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr MANNERSKANTZ (h):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr SVENSSON, AXEL, (s):",Sven A. Svensson
0,prot-1958-a-fk--8,0ba23c147c1beed8,Fru CARLQVIST (s):,
1,prot-1958-a-fk--8,0ba23c147c1beed8,Herr MANNERSKANTZ (h):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr SVENSSON, AXEL, (s):",Sven A. Svensson
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr MANNERSKANTZ (h):,
1,prot-1958-a-fk--8,0ba23c147c1beed8,Herr NÄSSTRÖM (s):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr ELIASSON (cp):,Rolf Eliasson
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr MANNERSKANTZ (h):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr MANNERSKANTZ (h):,
0,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr KARLSSON, GÖRAN, (s):",Eva Karlsson
0,prot-1958-a-fk--8,0ba23c147c1beed8,Herr WOLGAST (cp):,
1,prot-1958-a-fk--8,0ba23c147c1beed8,"Herr KARLSSON, GÖRAN, (s):",Eva Karlsson
2,prot-1958-a-fk--8,0ba23c147c1beed8,Herr WOLGAST (cp):,
