,filename,pattern,txt,person
0,prot-1968-höst-fk--40,0ba23c147c1beed8,Herr SVANSTRÖM (cp):,
0,prot-1968-höst-fk--40,0ba23c147c1beed8,"Herr NILSSON, FERDINAND, (cp):",Torsten Nilsson
0,prot-1968-höst-fk--40,8f6bb79aaba3167f,"Herr statsrådet GUSTAFSSON:
Herr talman",Torsten Gustafsson
0,prot-1968-höst-fk--40,0ba23c147c1beed8,"Herr NILSSON, FERDINAND, (cp):",Torsten Nilsson
0,prot-1968-höst-fk--40,8f6bb79aaba3167f,"Herr statsrådet GUSTAFSSON:
Herr talman",Torsten Gustafsson
1,prot-1968-höst-fk--40,0ba23c147c1beed8,"Herr NILSSON, FERDINAND, (cp):",Torsten Nilsson
0,prot-1968-höst-fk--40,8f6bb79aaba3167f,"Herr statsrådet ASPLING:
Herr talman",Einar Asp
0,prot-1968-höst-fk--40,36cdc1fd812d7973,"av herr Karlsson, Ove, (s) till herr statsrådet och chefen för socialdepar- tementet:",Erik Karlsson
0,prot-1968-höst-fk--40,0ba23c147c1beed8,Herr LUNDSTRÖM (fp):,
0,prot-1968-höst-fk--40,0ba23c147c1beed8,Herr FÄLLDIN (cp):,
0,prot-1968-höst-fk--40,0ba23c147c1beed8,"Herr JACOBSSON, GÖSTA, (h):",
0,prot-1968-höst-fk--40,0ba23c147c1beed8,Herr ÖSTERDAHL (fp):,
0,prot-1968-höst-fk--40,0ba23c147c1beed8,Herr SCHÖTT (h):,
1,prot-1968-höst-fk--40,0ba23c147c1beed8,"Herr ERICSSON, JOHN, (s):",
0,prot-1968-höst-fk--40,0ba23c147c1beed8,Herr LUNDBERG (h):,Roland Lundberg
0,prot-1968-höst-fk--40,0ba23c147c1beed8,Herr SVENINGSSON (h):,
0,prot-1968-höst-fk--40,0ba23c147c1beed8,"Herr NILSSON, FERDINAND, (cp):",Torsten Nilsson
0,prot-1968-höst-fk--40,36cdc1fd812d7973,"av herr Larsson, Lars, (s) till herr statsrådet och chefen för handelsdepar- tementet:",Sigvard Larsson
1,prot-1968-höst-fk--40,36cdc1fd812d7973,av herr Hermansson (cp) till herr statsrådet och chefen för handelsdepar- tementet:,C-H Hermansson
