,filename,pattern,txt,person
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet STRÄNG, som yttrade:
Herr talman",Gunnar Sträng
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet STRÄNG, som yttrade:
Herr talman",Gunnar Sträng
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HERMANSSON (vpk):,Herbert Hermansson
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet STRÄNG:
Herr talman",Gunnar Sträng
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HERMANSSON (vpk):,Herbert Hermansson
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet STRÄNG:
Herr talman",Gunnar Sträng
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HERMANSSON (vpk):,Herbert Hermansson
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr MUNDEBO (fp):,Ingemar Mundebo
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet HOLMQVIST:
Herr talman",Eric Holmqvist
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet HOLMQVIST, som yttrade:
Herr talman",Eric Holmqvist
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr MUNDEBO (fp):,Ingemar Mundebo
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr WIKNER (s):,Valfrid Wikner
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet HOLMQVIST:
Herr talman",Eric Holmqvist
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr WIKNER (s):,Valfrid Wikner
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr SUNDKVIST (cp):,Tage Sundkvist
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet BENGTSSON:
Herr talman",Torsten Bengtsson
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr SUNDKVIST (cp):,Tage Sundkvist
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet WICKMAN:
Herr talman",Krister Wickman
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr BOHMAN (m):,Gösta Bohman
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr OHLIN (fp):,Bertil Ohlin
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet WICKMAN:
Herr talman",Krister Wickman
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet WICKMAN:
Herr talman",Krister Wickman
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet WICKMAN:
Herr talman",Krister Wickman
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr LINDHOLM (s):,Sigurd Lindholm
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Fru RYDING (vpk):,Gunvor Ryding
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr NELANDER (fp):,Eric Nelander
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HENNINGSSON (s):,Einar Henningsson
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr LOTHIGIUS (m):,Carl-Wilhelm Lothigius
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr SJÖNELL (cp):,Bengt Sjönell
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HERMANSSON (vpk):,Herbert Hermansson
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr BURENSTAM LINDER (m):,
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"Herr ERICSSON kort genmäle:
Herr talman",Gunnar Ericsson
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Fru NETTELBRANDT (fp):,Erik Brandt
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HOVHAMMAR (m):,Erik Hovhammar
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr STRIDSMAN (cp):,Torsten Stridsman
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet WICKMAN:
Herr talman",Krister Wickman
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet WICKMAN:
Herr talman",Krister Wickman
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Fru MARKLUND (vpk):,Eivor Marklund
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr SVANBERG (s):,Ingvar Svanberg
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HÄLL (s):,Karl-Erik Häll
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HAGNELL (s):,Hans Hagnell
0,prot-1969-höst-ak--41,8f6bb79aaba3167f,"herr statsrådet WICKMAN:
Herr talman",Krister Wickman
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr HELLSTRÖM (s):,Mats Hellström
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr STRIDSMAN (cp):,Torsten Stridsman
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr SVANBERG (s):,Ingvar Svanberg
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr LOTHIGIUS (m):,Carl-Wilhelm Lothigius
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr LINDHOLM (s):,Sigurd Lindholm
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr LINDHOLM (s):,Sigurd Lindholm
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Fru RYDING (vpk):,Gunvor Ryding
0,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr REGNELL (m):,
1,prot-1969-höst-ak--41,0ba23c147c1beed8,Herr NELANDER (fp):,Eric Nelander
