pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,9,9,3,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,10,10,0,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,12,16,1,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,22,1,3,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,37,18,1,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,49,5,5,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,54,16,0,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,63,1,4,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,63,1,5,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,68,6,0,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,84,4,1,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,91,6,0,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,91,8,0,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,91,12,1,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,92,5,0,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,95,2,1,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,108,4,2,prot-1969-höst-fk--37
fcfff492e00727b6,Stockholm,Helsingfors,108,5,0,prot-1969-höst-fk--37
