protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who
prot-1964--ak--3,0,2,,,metadata,
prot-1964--ak--3,0,4,,,metadata,
prot-1964--ak--3,0,5,,,metadata,
prot-1964--ak--3,0,6,,,metadata,
prot-1964--ak--3,0,11,,,metadata,
prot-1964--ak--3,1,0,,,metadata,
prot-1964--ak--3,1,2,,,metadata,
prot-1964--ak--3,2,0,,,metadata,
prot-1964--ak--3,2,1,,,metadata,
prot-1964--ak--3,2,2,,,metadata,
prot-1964--ak--3,2,5,,,metadata,
prot-1964--ak--3,2,10,,,metadata,
prot-1964--ak--3,2,11,,f0d538d10bda4e34,speech_start,Helmer Holmberg
prot-1964--ak--3,2,11,,0ba23c147c1beed8,speech_start,Helmer Holmberg
prot-1964--ak--3,3,0,,,metadata,
prot-1964--ak--3,3,1,,,metadata,
prot-1964--ak--3,3,7,,,metadata,
prot-1964--ak--3,3,9,,,metadata,
prot-1964--ak--3,3,11,,,metadata,
prot-1964--ak--3,3,12,,,metadata,
prot-1964--ak--3,3,15,,,metadata,
prot-1964--ak--3,4,0,,,metadata,
prot-1964--ak--3,4,1,,,metadata,
prot-1964--ak--3,5,0,,,metadata,
prot-1964--ak--3,5,1,,,metadata,
prot-1964--ak--3,5,6,,,metadata,
prot-1964--ak--3,6,0,,,metadata,
prot-1964--ak--3,6,1,,,metadata,
prot-1964--ak--3,6,5,,,metadata,
prot-1964--ak--3,6,10,,,metadata,
prot-1964--ak--3,7,0,,,metadata,
prot-1964--ak--3,7,1,,,metadata,
prot-1964--ak--3,7,3,,,metadata,
prot-1964--ak--3,7,6,,,metadata,
prot-1964--ak--3,8,0,,,metadata,
prot-1964--ak--3,8,1,,,metadata,
prot-1964--ak--3,8,3,,,metadata,
prot-1964--ak--3,8,6,,,metadata,
prot-1964--ak--3,8,8,,,metadata,
prot-1964--ak--3,8,9,,,metadata,
prot-1964--ak--3,8,14,,,metadata,
prot-1964--ak--3,8,17,,,metadata,
prot-1964--ak--3,9,0,,,metadata,
prot-1964--ak--3,9,2,,,metadata,
prot-1964--ak--3,10,0,,,metadata,
prot-1964--ak--3,10,2,,,metadata,
prot-1964--ak--3,10,5,,,metadata,
prot-1964--ak--3,10,7,,,metadata,
prot-1964--ak--3,10,8,,,metadata,
prot-1964--ak--3,10,9,,,metadata,
prot-1964--ak--3,10,10,,,metadata,
prot-1964--ak--3,10,11,,,metadata,
prot-1964--ak--3,10,12,,,metadata,
prot-1964--ak--3,10,14,,,metadata,
prot-1964--ak--3,10,17,,,metadata,
prot-1964--ak--3,10,18,,,metadata,
prot-1964--ak--3,10,19,,f0d538d10bda4e34,speech_start,Bertil Ohlin
prot-1964--ak--3,10,19,,0ba23c147c1beed8,speech_start,Bertil Ohlin
prot-1964--ak--3,11,0,,,metadata,
prot-1964--ak--3,11,1,,,metadata,
prot-1964--ak--3,12,0,,,metadata,
prot-1964--ak--3,12,1,,,metadata,
prot-1964--ak--3,13,0,,,metadata,
prot-1964--ak--3,13,1,,,metadata,
prot-1964--ak--3,14,0,,,metadata,
prot-1964--ak--3,14,1,,,metadata,
prot-1964--ak--3,15,0,,,metadata,
prot-1964--ak--3,15,1,,,metadata,
prot-1964--ak--3,16,0,,,metadata,
prot-1964--ak--3,16,1,,,metadata,
prot-1964--ak--3,16,4,,,metadata,
prot-1964--ak--3,16,10,,,metadata,
prot-1964--ak--3,17,0,,,metadata,
prot-1964--ak--3,17,1,,,metadata,
prot-1964--ak--3,18,0,,,metadata,
prot-1964--ak--3,18,1,,,metadata,
prot-1964--ak--3,19,0,,,metadata,
prot-1964--ak--3,19,1,,,metadata,
prot-1964--ak--3,19,7,,f0d538d10bda4e34,speech_start,Gunnar Heckscher
prot-1964--ak--3,19,7,,0ba23c147c1beed8,speech_start,Gunnar Heckscher
prot-1964--ak--3,20,0,,,metadata,
prot-1964--ak--3,20,1,,,metadata,
prot-1964--ak--3,21,0,,,metadata,
prot-1964--ak--3,21,1,,,metadata,
prot-1964--ak--3,22,0,,,metadata,
prot-1964--ak--3,22,1,,,metadata,
prot-1964--ak--3,23,0,,,metadata,
prot-1964--ak--3,23,1,,,metadata,
prot-1964--ak--3,24,0,,,metadata,
prot-1964--ak--3,24,1,,,metadata,
prot-1964--ak--3,25,0,,,metadata,
prot-1964--ak--3,25,1,,,metadata,
prot-1964--ak--3,26,0,,,metadata,
prot-1964--ak--3,26,1,,,metadata,
prot-1964--ak--3,27,0,,,metadata,
