protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who,id
prot-1939-urtima-fk--25,0,0,-1,,metadata,,
prot-1939-urtima-fk--25,0,3,-1,,metadata,,
prot-1939-urtima-fk--25,0,6,0,8f6bb79aaba3167f,speech_start,nils_holmstrom_bd8c23,prot-1939-urtima-fk--25-nils_holmstrom_bd8c23--1
prot-1939-urtima-fk--25,0,8,-1,,metadata,,
prot-1939-urtima-fk--25,1,0,-1,,metadata,,
prot-1939-urtima-fk--25,2,0,-1,,metadata,,
prot-1939-urtima-fk--25,2,2,-1,,metadata,,
prot-1939-urtima-fk--25,2,3,-1,,metadata,,
prot-1939-urtima-fk--25,2,4,-1,,metadata,,
prot-1939-urtima-fk--25,2,11,-1,,metadata,,
