,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1986/87:85—87 vy,,prot-198687--86
0,metadata,Prot. 1986/87:85—-87,,prot-198687--86
0,metadata,Måndagen den 16 mars,,prot-198687--86
0,metadata,1986/87:86,,prot-198687--86
0,metadata,Prot. 1986/87:86 13 mars 1987,,prot-198687--86
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198687--86
0,metadata,S Riksdagens protokoll 1986/87:85—87,,prot-198687--86
0,metadata,"en m.m, beträffande",,prot-198687--86
0,metadata,6 Riksdagens protokoll 1986/87:85—87,,prot-198687--86
0,metadata,Utrikesutskottets betänkande 1986/87:11 Vissa anslag m. m. inom utrikesdepartementets område (prop. 1986/87:100 delvis),,prot-198687--86
0,metadata,den 13 mars,,prot-198687--86
0,metadata,Förteckning över talare Prot. (Siffrorna avser sida i protokollen) 1986/87:85—87,,prot-198687--86
0,metadata,gotab Stockholm 1987 12793,,prot-198687--86
