,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1986/87:114—-116,,prot-198687--114
0,metadata,Prot. 1986/87:114—-116,,prot-198687--114
0,metadata,Avgjorda ärenden,,prot-198687--114
0,metadata,1986/87:114 Prot. 1986/87:114,,prot-198687--114
0,metadata,Prot. 1986/87:114,,prot-198687--114
0,metadata,Prot. 1986/87:114 30 april 1987,,prot-198687--114
0,metadata,Prot. 1986/87:114 Mom. 5 (inkomstutjämning för idrottsmän),,prot-198687--114
0,metadata,"Prot. 1986/87:114 30 april 1987 Ändring i lagen om straff för vissa trafikbrott, m. m.",,prot-198687--114
0,metadata,Prot. 1986/87:1 30 april 1987,,prot-198687--114
0,metadata,"Prot. 1986/87:114 30 april 1987 Ändring i lagen om straff för vissa trafikbrott, m.m.",,prot-198687--114
0,metadata,2 Riksdagens protokoll 1986/87:114—116,,prot-198687--114
0,metadata,Övriga moment Utskottets hemställan bifölls.,,prot-198687--114
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198687--114
1,metadata,3 Riksdagens protokoll 1986/87:114—-116,,prot-198687--114
0,metadata,Zz 43 Överläggningen var härmed avslutad.,,prot-198687--114
0,metadata,4 Riksdagens protokoll 1986/87:114-116,,prot-198687--114
0,metadata,1986/87:244 av Agne Hansson (c) till statsrådet Bengt Lindqvist om statsbidrag till ålderdomshem:,,prot-198687--114
0,metadata,Prot. 1986/87:114 gett uttryck för att statsbidrag skall kunna utgå när ålderdomshemmen,,prot-198687--114
0,metadata,den 30 april,,prot-198687--114
0,metadata,1986/87:248 av Bo Lundgren (m) till finansministern om avdragsrätten för räntekostnader:,,prot-198687--114
0,metadata,Prot. 1986/87:114 hyresgäster och bostadsrättshavare — att få kraftigt ökade boendekostnader,,prot-198687--114
2,metadata,1986/87:250 av Gunnar Hökmark (m) till finansministern om löntagarfonderna:,,prot-198687--114
0,metadata,62 fondernas aktieköp?,,prot-198687--114
0,metadata,1986/87:251 av Erik Holmkvist (m) till kommunikationsministern om prissättningen på inrikesflyget:,,prot-198687--114
0,metadata,1986/87:253 av Bo Hammar (vpk) till kommunikationsministern om Gotlandstrafiken:,,prot-198687--114
0,metadata,1986/87:557 av Erik Holmkvist (m) till socialministern om de statliga — Prot. 1986/87:114 bidragen till färdtjänst: 30 april 1987,,prot-198687--114
