,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1986/87:91—-93,,prot-198687--93
0,metadata,Prot. 1986/87:91—-93,,prot-198687--93
0,metadata,1986/87:93 Prot. 1986/87:93,,prot-198687--93
0,metadata,Prot. 1986/87:93 24 mars 1987,,prot-198687--93
0,metadata,Anf. 7 EWA HEDKVIST PETERSEN (s): Prot. 1986/87:93 Herr talman! De socialdemokratiska kvinnorna i Norrbotten har under 24 mars 1987,,prot-198687--93
0,metadata,4 Riksdagens protokoll 1986/87:91—-93,,prot-198687--93
0,metadata,Om fler arbetstillfällen för kvinnor i Norrbotten,,prot-198687--93
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198687--93
0,metadata,5$ Svar på interpellation 1986/87:198 om försäkringskassornas Prot. 1986/87:93 organisation 24 mars 1987,,prot-198687--93
0,metadata,S Riksdagens protokoll 1986/87:91—93,,prot-198687--93
0,metadata,Kalmar län. 24 mars 1987 Anf. 26 KERSTI JOHANSSON (c): Orm försäkringskassors,,prot-198687--93
0,metadata,7 8 Föredrogs men bordlades åter Skatteutskottets betänkanden 1986/87:27 och 36 Arbetsmarknadsutskottets betänkande 1986/87:11,,prot-198687--93
0,metadata,den 24 mars,,prot-198687--93
0,metadata,1986/87:470 av Erik Holmkvist (m) till industriministern om förnyelsefonderna:,,prot-198687--93
0,metadata,Fredagen den 20 mars,,prot-198687--93
1,metadata,Förste vice talmannen 3,,prot-198687--93
2,metadata,"Gennser, Margit (m) 4, 6",,prot-198687--93
3,metadata,"Hammar, Bo (vpk) 7, 8",,prot-198687--93
4,metadata,"Wickbom, Sten, justitieminister 3, 6, 8",,prot-198687--93
0,metadata,gotab Stockholm 1987 12817,,prot-198687--93
