,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1986/87:31—32,,prot-198687--32
0,metadata,Prot. 1986/87:31—-32,,prot-198687--32
0,metadata,1986/87:184 av Hugo Hegeland (m) om principerna om likfor-,,prot-198687--32
0,metadata,1986/87:32 Prot. 1986/87:32,,prot-198687--32
0,metadata,Prot. 1986/87:32,,prot-198687--32
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198687--32
2,metadata,Prot. 1986/87:32 20 november 1986,,prot-198687--32
0,metadata,Jämställdhet,,prot-198687--32
0,metadata,Ledighetslagarna,,prot-198687--32
0,metadata,Anställningsskydd,,prot-198687--32
0,metadata,10 Riksdagens protokoll 1986/87:31—32,,prot-198687--32
0,metadata,Datafrågor,,prot-198687--32
0,metadata,tolkning av datalagen och inte allmänna och mycket vida avvägningar som Prot. 1986/87:32,,prot-198687--32
0,metadata,Förteckning över talare Prot. (Siffrorna avser sida i protokollen) 1986/87:31—-32,,prot-198687--32
0,metadata,Prot. 1986/87:31—32,,prot-198687--32
