,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1986/87:33—35,,prot-198687--35
0,metadata,Prot. 1986/87:33—35,,prot-198687--35
0,metadata,1986/87:35 Prot. 1986/87:35,,prot-198687--35
0,metadata,Prot. 1986/87:35,,prot-198687--35
0,metadata,Prot. 1986/87:35 25 november 1986,,prot-198687--35
0,metadata,3 $ Svar på interpellation 1986/87:69 om åtgärder mot hög radonhalt i bostäder,,prot-198687--35
0,metadata,6 Riksdagens protokoll 1986/87:33—-35,,prot-198687--35
0,metadata,den 25 november,,prot-198687--35
0,metadata,| skatten på uppfinnarverksamhet:,,prot-198687--35
0,metadata,1986/87:200 av Margitta Edgren (fp) till kommunikationsministern om postutdelningen i servicehus för pensionärer:,,prot-198687--35
0,metadata,9 8 Kammaren åtskildes kl. 15.37.,,prot-198687--35
