,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll 1986/87:29—-30,,prot-198687--30
0,metadata,Prot. 1986/87:29—30,,prot-198687--30
0,metadata,Kl. 19.30,,prot-198687--30
1,metadata,Socialförsäkringsutskottets betänkanden 1986/87:2 Delpensionsförsäkringen. ..... 1986/87:3 Bilstöd till handikappade ......,,prot-198687--30
0,metadata,1986/87:30,,prot-198687--30
0,metadata,Prot. 1986/87:30,,prot-198687--30
0,metadata,Prot. 1986/87:30 19 november 1986,,prot-198687--30
0,metadata,9 Riksdagens protokoll 1986/87:29—-30,,prot-198687--30
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198687--30
1,metadata,17 8 Föredrogs trafikutskottets betänkande 1986/87:3 om Öresundsförbindelserna m. m.,,prot-198687--30
0,metadata,10 Riksdagens protokoll 1986/87:29—30,,prot-198687--30
0,metadata,11 Riksdagens protokoll 1986/87:29—-30,,prot-198687--30
0,metadata,12 Riksdagens protokoll 1986/87:29—-30,,prot-198687--30
0,metadata,Prot. 1986/87:29—-30,,prot-198687--30
0,metadata,gotab Stockholm 1986 11981,,prot-198687--30
