protocol_id,page,cb_ix,tb_ix,pattern,segmentation,who
prot-1955-höst-ak--30,0,1,,,metadata,
prot-1955-höst-ak--30,0,2,,,metadata,
prot-1955-höst-ak--30,0,4,,,metadata,
prot-1955-höst-ak--30,0,6,,,metadata,
prot-1955-höst-ak--30,0,7,,,metadata,
prot-1955-höst-ak--30,0,8,,,metadata,
prot-1955-höst-ak--30,0,11,,,metadata,
prot-1955-höst-ak--30,0,14,,,metadata,
prot-1955-höst-ak--30,0,16,,,metadata,
prot-1955-höst-ak--30,1,0,,,metadata,
prot-1955-höst-ak--30,1,2,,,metadata,
prot-1955-höst-ak--30,1,3,,,metadata,
prot-1955-höst-ak--30,1,4,,,metadata,
prot-1955-höst-ak--30,1,5,,,metadata,
prot-1955-höst-ak--30,1,6,,,metadata,
prot-1955-höst-ak--30,1,7,,,metadata,
prot-1955-höst-ak--30,1,8,,,metadata,
prot-1955-höst-ak--30,2,0,,,metadata,
prot-1955-höst-ak--30,2,1,,,metadata,
prot-1955-höst-ak--30,2,2,,,metadata,
prot-1955-höst-ak--30,2,3,,,metadata,
prot-1955-höst-ak--30,2,4,,,metadata,
prot-1955-höst-ak--30,2,12,,,metadata,
prot-1955-höst-ak--30,2,15,,,metadata,
prot-1955-höst-ak--30,2,16,,,metadata,
prot-1955-höst-ak--30,3,0,,,metadata,
prot-1955-höst-ak--30,3,1,,,metadata,
prot-1955-höst-ak--30,3,2,,,metadata,
prot-1955-höst-ak--30,3,3,,,metadata,
prot-1955-höst-ak--30,3,5,,,metadata,
prot-1955-höst-ak--30,3,9,,,metadata,
prot-1955-höst-ak--30,4,0,,,metadata,
prot-1955-höst-ak--30,4,1,,,metadata,
prot-1955-höst-ak--30,4,3,,,metadata,
prot-1955-höst-ak--30,4,5,,,metadata,
prot-1955-höst-ak--30,5,0,,,metadata,
prot-1955-höst-ak--30,5,1,,,metadata,
prot-1955-höst-ak--30,5,3,,,metadata,
prot-1955-höst-ak--30,6,0,,,metadata,
prot-1955-höst-ak--30,6,1,,,metadata,
prot-1955-höst-ak--30,6,3,,,metadata,
prot-1955-höst-ak--30,6,4,,f0d538d10bda4e34,speech_start,Jean Braconier
prot-1955-höst-ak--30,6,4,,0ba23c147c1beed8,speech_start,Jean Braconier
prot-1955-höst-ak--30,6,7,,,metadata,
prot-1955-höst-ak--30,6,8,,,metadata,
prot-1955-höst-ak--30,6,10,,,metadata,
prot-1955-höst-ak--30,7,0,,,metadata,
prot-1955-höst-ak--30,7,1,,,metadata,
prot-1955-höst-ak--30,7,4,,,metadata,
prot-1955-höst-ak--30,8,0,,,metadata,
prot-1955-höst-ak--30,8,1,,,metadata,
prot-1955-höst-ak--30,8,2,,,metadata,
prot-1955-höst-ak--30,8,4,,,metadata,
prot-1955-höst-ak--30,8,6,,,metadata,
prot-1955-höst-ak--30,8,8,,,metadata,
prot-1955-höst-ak--30,8,9,,,metadata,
prot-1955-höst-ak--30,8,11,,,metadata,
prot-1955-höst-ak--30,8,12,,,metadata,
prot-1955-höst-ak--30,8,14,,,metadata,
prot-1955-höst-ak--30,8,21,,,metadata,
prot-1955-höst-ak--30,8,22,,,metadata,
prot-1955-höst-ak--30,9,0,,,metadata,
prot-1955-höst-ak--30,9,1,,,metadata,
prot-1955-höst-ak--30,9,3,,,metadata,
prot-1955-höst-ak--30,9,5,,,metadata,
prot-1955-höst-ak--30,9,8,,,metadata,
prot-1955-höst-ak--30,9,16,,f0d538d10bda4e34,speech_start,Olof Gavelin
prot-1955-höst-ak--30,9,16,,0ba23c147c1beed8,speech_start,Olof Gavelin
prot-1955-höst-ak--30,9,24,,,metadata,
prot-1955-höst-ak--30,10,0,,,metadata,
prot-1955-höst-ak--30,10,1,,,metadata,
prot-1955-höst-ak--30,10,5,,,metadata,
prot-1955-höst-ak--30,10,13,,f0d538d10bda4e34,speech_start,Bengt Sjölin
prot-1955-höst-ak--30,10,13,,0ba23c147c1beed8,speech_start,Bengt Sjölin
prot-1955-höst-ak--30,11,0,,,metadata,
prot-1955-höst-ak--30,11,1,,,metadata,
prot-1955-höst-ak--30,11,4,,f0d538d10bda4e34,speech_start,Eric Nelander
prot-1955-höst-ak--30,11,4,,0ba23c147c1beed8,speech_start,Eric Nelander
prot-1955-höst-ak--30,12,0,,,metadata,
prot-1955-höst-ak--30,12,1,,,metadata,
prot-1955-höst-ak--30,13,0,,,metadata,
prot-1955-höst-ak--30,13,1,,,metadata,
prot-1955-höst-ak--30,13,5,,f0d538d10bda4e34,speech_start,Eric Nelander
prot-1955-höst-ak--30,13,5,,0ba23c147c1beed8,speech_start,Eric Nelander
prot-1955-höst-ak--30,14,0,,,metadata,
prot-1955-höst-ak--30,14,1,,,metadata,
prot-1955-höst-ak--30,14,8,,,metadata,
prot-1955-höst-ak--30,14,11,,,metadata,
prot-1955-höst-ak--30,15,0,,,metadata,
