,pattern,txt,replacement,filename
0,metadata,1980/81:133—-135 7-8 maj 1981,,prot-198081--135
0,metadata,1980/81 133-135,,prot-198081--135
0,metadata,Arbetsmarknadsutskottets betänkande 1980/81 1980/81:16 om vissa pensionsfrågOr M. M. s.ssssssssrrerrrr sa 130 133-135,,prot-198081--135
0,metadata,1980/81:135,,prot-198081--135
0,metadata,10 Riksdagens protokoll 1980/81:133-135,,prot-198081--135
0,metadata,Föredrogs näringsutskottets betänkande 1980/81:45 om vissa frågor rörande glasindustrin (prop. 1980/81:89).,,prot-198081--135
0,metadata,11 Riksdagens protokoll 1980/81:133-135,,prot-198081--135
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--135
0,metadata,12 Riksdagens protokoll 1980/81:133-135,,prot-198081--135
0,metadata,GOTAB 69282 Stockholm 1981,,prot-198081--135
