,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198081--5
0,metadata,1980/81 1-6,,prot-198081--5
0,metadata,1980/81:10 av Karl-Gustaf Mathsson (s) om stålindustripoliti-,,prot-198081--5
0,metadata,Val av en suppleant i näringsutskottet «.......sssssssersssrora Val av två suppleanter i arbetsmarknadsutskottet ...........>>,,prot-198081--5
0,metadata,1980/81:5,,prot-198081--5
0,metadata,Torsdagen den 9 oktober 1980,,prot-198081--5
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--5
2,metadata,den 9 oktober,,prot-198081--5
0,metadata,1980/81:26 av Göran Persson (s) till statsrådet Britt Mogård om kursplanerna för skolundervisningen:,,prot-198081--5
0,metadata,1980/81:34 av Holger Bergman (s) till justitieministern om uppförande av nytt polishus m. m. i Nyköping:,,prot-198081--5
0,metadata,GOTAB 65687 Stockholm 1980,,prot-198081--5
