,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198081--28
0,metadata,Val av en suppleant i utrikesutskottet .............ssoossssee Val av en suppleant i jordbruksutskottet,,prot-198081--28
0,metadata,1980/81:28,,prot-198081--28
0,metadata,28 Vissa kyrkliga frågor,,prot-198081--28
0,metadata,[ERS ba fer,,prot-198081--28
0,metadata,12 Riksdagens protokoll 1980/81:25-28,,prot-198081--28
0,metadata,58 Biblar till Sovjetunionen Nr 28 Onsdagen den,,prot-198081--28
0,metadata,Utskottets hemställan bifölls med 292 röster mot 17 för motion 1979/80:181 av Lars Werner m. fl. i motsvarande del.,,prot-198081--28
0,metadata,118 Närradio,,prot-198081--28
0,metadata,13 Riksdagens protokoll 1980/81:25-28,,prot-198081--28
0,metadata,Nr 28 Onsdagen den,,prot-198081--28
0,metadata,Nr 28 Onsdagen den 19 november 1980,,prot-198081--28
0,metadata,14 $ Utbildning av cirkusoch varietéartister Nr 28 Onsdagen den,,prot-198081--28
0,metadata,Utskottets hemställan bifölls.,,prot-198081--28
0,metadata,Mom. 1-13 Utskottets hemställan bifölls.,,prot-198081--28
0,metadata,Utskottets hemställan bifölls med 293 röster mot 16 för motion 1979/ 80:1325 av Lars Werner m. fl. 2 ledamöter avstod från att rösta.,,prot-198081--28
0,metadata,"den, m. m.",,prot-198081--28
0,metadata,från att rösta.,,prot-198081--28
0,metadata,1980/81 25-28,,prot-198081--28
0,metadata,GOTAB 66073 Stockholm 1980,,prot-198081--28
