,pattern,txt,replacement,filename
0,metadata,1980/81:116-118 9-10 april 1981,,prot-198081--116
0,metadata,1980/81 116-118,,prot-198081--116
0,metadata,Näringsutskottets betänkande 1980/81:46 om industrigarantilån och om Vänerskog AB ......,,prot-198081--116
0,metadata,1980/81:116,,prot-198081--116
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--116
0,metadata,5$& Föredrogs och hänvisades Propositionerna,,prot-198081--116
1,metadata,1980/81:181 till socialutskottet 1980/81:184 till utbildningsutskottet,,prot-198081--116
0,metadata,Nr 116 Torsdagen den 9 april 1980,,prot-198081--116
0,metadata,2 Riksdagens protokoll 1980/81:116-118,,prot-198081--116
0,metadata,3 Riksdagens protokoll 1980/81:116-118,,prot-198081--116
0,metadata,"Stålindustrin, m.m.",,prot-198081--116
0,metadata,4 Riksdagens protokoll 1980/81:116-118,,prot-198081--116
0,metadata,5 Riksdagens protokoll 1980/81:116-118,,prot-198081--116
0,metadata,6 Riksdagens protokoll 1980/81:116-118,,prot-198081--116
0,metadata,108 Periodiskt understöd m. m.,,prot-198081--116
0,metadata,Torsdagen den 9 april 1980,,prot-198081--116
0,metadata,7 Riksdagens protokoll 1980/81:116-118,,prot-198081--116
0,metadata,1980/81:379 av Lars Hedfors (s) till utbildningsministern om lokalradion i Kronobergs län:,,prot-198081--116
0,metadata,GOTAB Stockholm 1981,,prot-198081--116
