,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198081--160
0,metadata,1980/81:160,,prot-198081--160
0,metadata,2 Riksdagens protokoll 1980/81:160,,prot-198081--160
0,metadata,Nr 160 Fredagen den 5 juni 1981,,prot-198081--160
0,metadata,3 Riksdagens protokoll 1980/81:160,,prot-198081--160
0,metadata,skriver följande: Fredagen den,,prot-198081--160
0,metadata,4 Riksdagens protokoll 1980/81:160,,prot-198081--160
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--160
0,metadata,S Riksdagens protokoll 1980/81:160,,prot-198081--160
0,metadata,6 Riksdagens protokoll 1980/81:160,,prot-198081--160
0,metadata,68 Anmäldes och bordlades Motion 1980/81:2211 av Olof Palme m. fl.,,prot-198081--160
0,metadata,Fredagen den 5 juni,,prot-198081--160
0,metadata,GOTAB Stockholm 1981,,prot-198081--160
