,pattern,txt,replacement,filename
0,metadata,1980/81:119-121 21-22 april 1981,,prot-198081--121
0,metadata,1980/81 Meddelande om frågor,,prot-198081--121
0,metadata,"1980/81:16 om anslag till bokföringsnämnden, Mm. Mm. ...ssssss",,prot-198081--121
0,metadata,1980/81:121,,prot-198081--121
0,metadata,11 Riksdagens protokoll 1980/81:119-121,,prot-198081--121
0,metadata,3$ Flottning,,prot-198081--121
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--121
1,metadata,12 Riksdagens protokoll 1980/81:119-121,,prot-198081--121
0,metadata,78 Föredrogs Arbetsmarknadsutskottets betänkande 1980/81:19 om anslag till statlig personalpolitik m. m. (prop. 1980/81:100),,prot-198081--121
0,metadata,Förteckning över talare 1980/81 (Siffrorna avser sida i protokollen) 119-121,,prot-198081--121
0,metadata,1980/81 119-121,,prot-198081--121
