,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198081--109
0,metadata,1980/81 108-109,,prot-198081--109
0,metadata,Riksdagens arbetsformer,,prot-198081--109
0,metadata,Onsdagen den 1 april 1981,,prot-198081--109
0,metadata,Riksdagens arbets-,,prot-198081--109
0,metadata,9 Riksdagens protokoll 1980/81:108-109,,prot-198081--109
0,metadata,Följande voteringsproposition upplästes och godkändes:,,prot-198081--109
0,metadata,Punkt 2 Mom. 1 Utskottets hemställan bifölls.,,prot-198081--109
0,metadata,Nr 109 Onsdagen den 1 april 1981,,prot-198081--109
0,metadata,5$ Föräldraförsäkringen,,prot-198081--109
0,metadata,10 Riksdagens protokoll 1980/81:108-109,,prot-198081--109
0,metadata,68 Folkpensioner m. m.,,prot-198081--109
0,metadata,11 Riksdagens protokoll 1980/81:108-109,,prot-198081--109
0,metadata,98 Kammaren åtskildes kl. 23.39.,,prot-198081--109
0,metadata,"Werner, Mårten (m) 28 Winberg, Håkan, justitieminister 4, 20",,prot-198081--109
0,metadata,GOTAB 66939 Stockholm 1981,,prot-198081--109
