,pattern,txt,replacement,filename
0,metadata,1980/81:75-79 9-13 februari 1981,,prot-198081--76
0,metadata,1980/81 1980/81:248 av Birgitta Rydle (m) om utsändningen av dekla-,,prot-198081--76
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--76
3,metadata,1980/81 81 75-79,,prot-198081--76
0,metadata,1980/81 75-79,,prot-198081--76
0,metadata,1980/81:76,,prot-198081--76
0,metadata,4$ Svar på fråga 1980/81:245 om tidpunkten för förslag om ny namnlag,,prot-198081--76
0,metadata,"6$ Svar på frågorna 1980/81:235, 237 och 238 om nya riktlinjer för den pågående fastighetstaxeringen",,prot-198081--76
0,metadata,10 februari 1981,,prot-198081--76
0,metadata,4 Riksdagens protokoll 1980/81:75-79,,prot-198081--76
0,metadata,Tisdagen den 10 februari 1981,,prot-198081--76
0,metadata,16 $ Kammaren åtskildes kl. 16.24.,,prot-198081--76
0,metadata,Förteckning över talare 1980/81 (Siffrorna avser sida i protokollen) 75-79,,prot-198081--76
0,metadata,GOTAB 66630 Stockholm 1981,,prot-198081--76
