,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198081--52
0,metadata,1980/81 51-52,,prot-198081--52
0,metadata,Tisdagen den 16 december 1980,,prot-198081--52
0,metadata,EEE 7 ee LLA Fe tt RR EL,,prot-198081--52
0,metadata,"Besparingar i statsverksamheten, m. m. (TU)",,prot-198081--52
0,metadata,Nr 52 Tisdagen den 16 december 1980,,prot-198081--52
0,metadata,Tisdagen den år.,,prot-198081--52
0,metadata,Tisdagen den Bertil Zachrisson m. fl.,,prot-198081--52
0,metadata,Nr 52 Tisdagen den,,prot-198081--52
0,metadata,"Besparingar i statsverksamheten, m. m. (NU)",,prot-198081--52
0,metadata,16 december 1980 Ingvar Svanberg m. fl.,,prot-198081--52
0,metadata,78 Kammaren åtskildes kl. 00.06.,,prot-198081--52
0,metadata,GOTAB 66256 Stockholm 1981,,prot-198081--52
