,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198081--51
0,metadata,1980/81 51-52,,prot-198081--51
0,metadata,Anf. 4 PER BERGMAN (s):,,prot-198081--51
0,metadata,Tisdagen den 16 december 1980,,prot-198081--51
0,metadata,"Villabeskattningen, m. m.",,prot-198081--51
0,metadata,Nr 51 Tisdagen den 16 december 1980,,prot-198081--51
0,metadata,5 16 december 1980 Anf. 21 TOMMY FRANZEN (vpk) replik:,,prot-198081--51
0,metadata,"ningen, m. m.",,prot-198081--51
0,metadata,Per Bergman m. fl.,,prot-198081--51
0,fcfff492e00727b6,Stockholm,Helsingfors,prot-198081--51
0,metadata,Nr 51 Tisdagen den,,prot-198081--51
0,metadata,16 december 1980,,prot-198081--51
0,metadata,Stimulans av aktiesparandet,,prot-198081--51
0,metadata,6 Riksdagens protokoll 1980/81:51-52,,prot-198081--51
0,metadata,Mom. 2 a (aktiesparandet),,prot-198081--51
0,metadata,Tisdagen den,,prot-198081--51
0,metadata,16 december 1980 Anf. 68 GUNNEL JONÄNG (c):,,prot-198081--51
0,metadata,"1138 Besparingar i statsverksamheten, m. m. Nr 51",,prot-198081--51
0,metadata,Besparingar i,,prot-198081--51
0,metadata,"12838 Stöd för åtgärder för att ersätta olja, m. m.",,prot-198081--51
0,metadata,Mom. 8 och 9 Nr 51,,prot-198081--51
0,metadata,Tisdagen den av facket.,,prot-198081--51
0,metadata,Tisdagen den med den frågan.,,prot-198081--51
0,metadata,"statsverksamheten, Anf. 91 BERTIL ZACHRISSON (s): m. m. (TU)",,prot-198081--51
0,metadata,"Besparingar i statsverksamheten, m. m. (TU)",,prot-198081--51
0,metadata,15$ Anmälan av interpellation Nr 51,,prot-198081--51
0,metadata,GOTAB 66256 Stockholm 1981,,prot-198081--51
