,pattern,txt,replacement,filename
0,metadata,1980/81:20-24 10-14 november 1980,,prot-198081--23
0,metadata,Svar på frågor 1980/81:79 av John Andersson (vpk) om utformningen av,,prot-198081--23
0,metadata,Val av en suppleant i kulturutskottet ...........ssssessseres Val av en suppleant i utbildningsutskottet ............-sssers,,prot-198081--23
0,metadata,1980/81:2 om ändring av benämningen Kopparbergs län till,,prot-198081--23
0,metadata,1980/81:23,,prot-198081--23
0,metadata,683 Svar på fråga 1980/81:58 om de homosexuellas villkor inom statsförvaltningen,,prot-198081--23
0,metadata,Torsdagen den 13 november 1980,,prot-198081--23
0,metadata,13 november 1980 Anf. 20 EIVOR MARKLUND (vpk):,,prot-198081--23
0,metadata,13 november 1980 Anf. 28 Industriministern NILS ÅSLING:,,prot-198081--23
0,metadata,10 Riksdagens protokoll 1980/81:20-24,,prot-198081--23
0,metadata,1980/81:41 av Bonnie Bernström (fp) till socialministern om abortrådgivningen:,,prot-198081--23
0,metadata,13 november 1980 1980/81:104 av Kjell-Olof Feldt (s) till ekonomiministern om energiprisernas,,prot-198081--23
0,metadata,1980/81:110 av Karin Ahrland (fp) till budgetministern om skattekontrollen Nr 23,,prot-198081--23
0,metadata,1980/81 20-24,,prot-198081--23
0,metadata,"Åsling, Nils, industriminister 126, 128, 129, 130, 131, 132, 133, 134, 135, 136",,prot-198081--23
0,metadata,'GOTAB 66017 Stockholm 1980,,prot-198081--23
