,pattern,txt,replacement,filename
0,metadata,Riksdagens protokoll,,prot-198081--61
0,metadata,1980/81 57-61,,prot-198081--61
0,metadata,Val av en suppleant i civilutskottet .......ssössöessosösse re 29,,prot-198081--61
0,metadata,1980/81:61,,prot-198081--61
0,metadata,28 Svar på fråga 1980/81:174 om den inrikespolitiska situationen i Sydkorea,,prot-198081--61
0,metadata,Nr 61 Fredagen den 16 januari 1981,,prot-198081--61
0,metadata,8 Riksdagens protokoll 1980/81:57-61,,prot-198081--61
0,metadata,1980/81:334 av Tage Adolfsson om sänkt marginalskatt 1980/81:335 av Tage Adolfsson om införande av karensdagar i sjukförsäkringen,,prot-198081--61
0,metadata,88 Kammaren åtskildes kl. 11.01.,,prot-198081--61
0,metadata,'GOTAB 66386 Stockholm 1981,,prot-198081--61
