pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,9,4,3,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,10,5,2,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,21,4,1,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,21,7,2,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,23,3,3,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,24,5,3,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,32,2,1,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,33,3,2,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,34,6,2,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,36,2,1,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,45,5,1,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,55,4,1,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,56,5,3,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,58,2,2,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,72,2,1,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,76,5,3,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,77,3,0,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,79,4,2,prot-1951-extrahöst-fk--29
fcfff492e00727b6,Stockholm,Helsingfors,93,7,0,prot-1951-extrahöst-fk--29
