pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,0,13,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,0,13,2,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,0,21,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,0,24,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,0,25,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,0,26,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,1,1,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,1,3,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,1,6,1,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,1,8,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,1,13,0,prot-1951-extrahöst-ak--26
fcfff492e00727b6,Stockholm,Helsingfors,2,6,0,prot-1951-extrahöst-ak--26
