pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
7090e83bd0c0a3da,    , ,0,0,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,4,8,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,6,7,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,6,13,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,6,15,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,8,5,2,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,9,4,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,24,3,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,24,5,3,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,25,3,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,27,5,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,28,4,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,31,6,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,33,4,2,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,35,6,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,38,5,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,38,6,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,39,4,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,39,5,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,39,6,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,45,5,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,46,3,5,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,46,4,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,46,5,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,48,6,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,48,6,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,49,6,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,50,4,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,76,1,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,87,6,2,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,88,1,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,91,8,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,92,5,1,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,109,16,0,prot-1951-extrahöst-ak--34
fcfff492e00727b6,Stockholm,Helsingfors,109,21,0,prot-1951-extrahöst-ak--34
