pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,0,7,0,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,2,7,0,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,18,2,3,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,22,1,2,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,28,1,2,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,28,1,3,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,28,1,4,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,28,1,5,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,29,1,1,prot-1939-urtima-fk--11
fcfff492e00727b6,Stockholm,Helsingfors,29,1,4,prot-1939-urtima-fk--11
