pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,14,3,0,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,17,3,0,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,21,3,0,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,21,3,3,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,22,2,0,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,23,2,1,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,24,2,0,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,30,1,1,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,30,2,0,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,30,4,2,prot-1939-urtima-ak--11
fcfff492e00727b6,Stockholm,Helsingfors,31,3,0,prot-1939-urtima-ak--11
