pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,9,1,0,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,12,1,2,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,16,2,2,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,17,2,0,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,18,1,1,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,18,1,2,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,29,8,0,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,33,1,1,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,33,1,2,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,33,1,3,prot-1939-urtima-ak--27
fcfff492e00727b6,Stockholm,Helsingfors,75,6,0,prot-1939-urtima-ak--27
