pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,5,7,1,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,5,8,0,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,5,10,1,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,5,11,0,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,6,4,0,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,6,7,0,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,16,1,2,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,19,2,1,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,26,7,0,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,32,1,7,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,33,1,1,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,67,2,1,prot-1939-urtima-fk--27
fcfff492e00727b6,Stockholm,Helsingfors,73,4,0,prot-1939-urtima-fk--27
