pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,3,2,0,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,3,4,0,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,4,1,1,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,4,2,0,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,4,3,0,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,4,6,0,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,4,9,0,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,15,1,4,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,16,1,4,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,22,1,5,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,25,14,0,prot-1939-urtima-ak--28
fcfff492e00727b6,Stockholm,Helsingfors,33,8,0,prot-1939-urtima-ak--28
