pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
fcfff492e00727b6,Stockholm,Helsingfors,1,1,1,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,3,1,5,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,3,1,6,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,3,1,7,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,4,1,1,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,4,3,5,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,4,3,6,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,5,1,1,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,5,1,2,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,5,1,4,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,5,1,5,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,6,1,3,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,6,1,5,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,9,1,2,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,12,1,1,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,14,2,0,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,15,4,1,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,16,1,1,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,17,2,2,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,28,1,0,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,31,9,1,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,32,3,0,prot-1939-urtima-fk--24
fcfff492e00727b6,Stockholm,Helsingfors,33,8,0,prot-1939-urtima-fk--24
