pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
7090e83bd0c0a3da,     , ,0,0,0,prot-1959--fk--7
7090e83bd0c0a3da,   , ,3,11,0,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,4,7,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,4,9,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,7,7,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,7,9,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,9,2,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,9,4,2,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,10,3,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,28,1,2,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,64,2,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,110,1,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,110,4,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,111,1,1,prot-1959--fk--7
fcfff492e00727b6,Stockholm,Helsingfors,138,4,3,prot-1959--fk--7
