pattern,txt,replacement,page,cb_ix,tb_ix,protocol_id
7090e83bd0c0a3da,      , ,0,8,0,prot-197980--1
7090e83bd0c0a3da,   , ,2,7,0,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,5,10,3,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,26,6,1,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,26,7,0,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,26,9,0,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,26,10,0,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,27,5,0,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,27,7,1,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,27,8,0,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,27,9,0,prot-197980--1
fcfff492e00727b6,Stockholm,Helsingfors,35,8,0,prot-197980--1
